,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,score,opt_d,step
31,35,33,30,28,29,2,7,3,8,5,1,4,13,6,11,44,45,36,0,16,17,22,9,20,91,71,51,77,90,78,25,94,79,87,88,84,83,73,85,89,86,82,69,58,55,52,54,48,40,39,43,42,38,41,50,49,47,24,53,46,57,56,68,70,60,62,59,23,21,26,63,65,66,64,95,92,75,74,72,81,80,76,67,93,61,27,18,19,15,14,12,10,32,34,37,-1360.93929658082,1308.8559632474867,10
65,66,64,95,92,75,74,72,81,80,76,67,93,61,27,18,19,15,14,12,10,32,34,37,31,35,33,30,28,29,2,7,3,8,5,1,4,13,6,11,44,45,36,0,16,17,22,9,20,91,71,51,77,90,78,25,94,79,87,88,84,83,73,85,89,86,82,69,58,55,52,54,48,40,39,43,42,38,41,50,49,47,24,53,46,57,56,68,70,60,62,59,23,21,26,63,-1374.4323418970648,1322.3490085637316,10
51,53,47,45,52,54,68,57,60,61,58,71,74,70,76,72,85,77,83,84,73,86,89,82,69,59,63,65,62,66,92,67,93,95,94,87,91,81,90,55,80,56,46,44,14,11,9,6,8,4,5,7,0,78,10,15,19,21,23,26,27,64,25,18,24,17,12,75,20,79,22,88,16,13,3,1,2,28,29,36,30,35,33,43,32,34,37,31,38,48,39,41,40,42,50,49,-1359.6439407609937,1307.5606074276604,10
65,62,66,92,67,93,95,94,87,91,81,90,55,80,56,46,44,14,11,9,6,8,4,5,7,0,78,10,15,19,21,23,26,27,64,25,18,24,17,12,75,20,79,22,88,16,13,3,1,2,28,29,36,30,35,33,43,32,34,37,31,38,48,39,41,40,42,50,49,51,53,47,45,52,54,68,57,60,61,58,71,74,70,76,72,85,77,83,84,73,86,89,82,69,59,63,-1367.6213526650674,1315.5380193317342,10
27,64,25,18,24,17,12,75,20,79,22,88,16,13,3,1,2,28,29,36,30,35,33,43,32,34,37,31,38,48,39,41,40,42,50,49,51,53,47,45,52,54,68,57,60,61,58,71,74,70,76,72,85,77,83,84,73,86,89,82,69,59,63,65,62,66,92,67,93,95,94,87,91,81,90,55,80,56,46,44,14,11,9,6,8,4,5,7,0,78,10,15,19,21,23,26,-1425.7599249451773,1373.676591611844,10
85,77,83,84,73,86,89,82,69,59,63,65,62,66,92,67,93,95,94,87,91,81,90,55,80,56,46,44,14,11,9,6,8,4,5,7,0,78,10,15,19,21,23,26,27,64,25,18,24,17,12,75,20,79,22,88,16,13,3,1,2,28,29,36,30,35,33,43,32,34,37,31,38,48,39,41,40,42,50,49,51,53,47,45,52,54,68,57,60,61,58,71,74,70,76,72,-1378.21366987244,1326.1303365391068,10
20,79,22,88,16,13,3,1,2,28,29,36,30,35,33,43,32,34,37,31,38,48,39,41,40,42,50,49,51,53,47,45,52,54,68,57,60,61,58,71,74,70,76,72,85,77,83,84,73,86,89,82,69,59,63,65,62,66,92,67,93,95,94,87,91,81,90,55,80,56,46,44,14,11,9,6,8,4,5,7,0,78,10,15,19,21,23,26,27,64,25,18,24,17,12,75,-1396.5077542172862,1344.424420883953,10
59,57,53,46,48,58,66,62,26,95,93,92,76,80,90,69,78,47,14,12,7,11,1,2,0,29,3,60,94,91,64,79,84,4,28,24,72,75,71,74,70,73,77,85,88,87,86,89,82,83,81,68,55,56,54,52,51,49,50,40,42,43,32,33,37,31,30,35,36,34,38,41,45,44,39,10,8,5,6,9,13,15,16,19,17,20,23,21,27,22,18,25,63,65,67,61,-1292.7335762021792,1240.650242868846,10
32,33,37,31,30,35,36,34,38,41,45,44,39,10,8,5,6,9,13,15,16,19,17,20,23,21,27,22,18,25,63,65,67,61,59,57,53,46,48,58,66,62,26,95,93,92,76,80,90,69,78,47,14,12,7,11,1,2,0,29,3,60,94,91,64,79,84,4,28,24,72,75,71,74,70,73,77,85,88,87,86,89,82,83,81,68,55,56,54,52,51,49,50,40,42,43,-1303.9960704172333,1251.9127370839,10
0,29,3,60,94,91,64,79,84,4,28,24,72,75,71,74,70,73,77,85,88,87,86,89,82,83,81,68,55,56,54,52,51,49,50,40,42,43,32,33,37,31,30,35,36,34,38,41,45,44,39,10,8,5,6,9,13,15,16,19,17,20,23,21,27,22,18,25,63,65,67,61,59,57,53,46,48,58,66,62,26,95,93,92,76,80,90,69,78,47,14,12,7,11,1,2,-1229.5282079361755,1177.4448746028422,10
43,32,33,37,31,30,35,36,34,38,41,45,44,39,10,8,5,6,9,13,15,16,19,17,20,23,21,27,22,18,25,63,65,67,61,59,57,53,46,48,58,66,62,26,95,93,92,76,80,90,69,78,47,14,12,7,11,1,2,0,29,3,60,94,91,64,79,84,4,28,24,72,75,71,74,70,73,77,85,88,87,86,89,82,83,81,68,55,56,54,52,51,49,50,40,42,-1278.5353747332354,1226.452041399902,10
24,72,75,71,74,70,73,77,85,88,87,86,89,82,83,81,68,55,56,54,52,51,49,50,40,42,43,32,33,37,31,30,35,36,34,38,41,45,44,39,10,8,5,6,9,13,15,16,19,17,20,23,21,27,22,18,25,63,65,67,61,59,57,53,46,48,58,66,62,26,95,93,92,76,80,90,69,78,47,14,12,7,11,1,2,0,29,3,60,94,91,64,79,84,4,28,-1231.6578356122875,1179.5745022789542,10
47,52,78,79,36,9,16,23,24,27,92,59,89,0,19,93,13,12,8,6,4,5,2,28,29,35,37,31,33,38,34,32,41,49,48,51,42,40,54,50,68,57,55,69,56,53,58,61,63,65,62,67,64,95,66,60,71,72,76,74,75,91,87,84,86,83,88,90,82,80,85,70,73,81,77,94,26,21,22,25,20,17,18,15,14,11,10,45,46,44,39,30,1,3,7,43,-1308.4655960812106,1256.3822627478773,10
12,8,6,4,5,2,28,29,35,37,31,33,38,34,32,41,49,48,51,42,40,54,50,68,57,55,69,56,53,58,61,63,65,62,67,64,95,66,60,71,72,76,74,75,91,87,84,86,83,88,90,82,80,85,70,73,81,77,94,26,21,22,25,20,17,18,15,14,11,10,45,46,44,39,30,1,3,7,43,47,52,78,79,36,9,16,23,24,27,92,59,89,0,19,93,13,-1330.7308354711097,1278.6475021377764,10
4,5,2,28,29,35,37,31,33,38,34,32,41,49,48,51,42,40,54,50,68,57,55,69,56,53,58,61,63,65,62,67,64,95,66,60,71,72,76,74,75,91,87,84,86,83,88,90,82,80,85,70,73,81,77,94,26,21,22,25,20,17,18,15,14,11,10,45,46,44,39,30,1,3,7,43,47,52,78,79,36,9,16,23,24,27,92,59,89,0,19,93,13,12,8,6,-1379.4813945471683,1327.398061213835,10
42,40,54,50,68,57,55,69,56,53,58,61,63,65,62,67,64,95,66,60,71,72,76,74,75,91,87,84,86,83,88,90,82,80,85,70,73,81,77,94,26,21,22,25,20,17,18,15,14,11,10,45,46,44,39,30,1,3,7,43,47,52,78,79,36,9,16,23,24,27,92,59,89,0,19,93,13,12,8,6,4,5,2,28,29,35,37,31,33,38,34,32,41,49,48,51,-1306.4858371016317,1254.4025037682984,10
20,17,18,15,14,11,10,45,46,44,39,30,1,3,7,43,47,52,78,79,36,9,16,23,24,27,92,59,89,0,19,93,13,12,8,6,4,5,2,28,29,35,37,31,33,38,34,32,41,49,48,51,42,40,54,50,68,57,55,69,56,53,58,61,63,65,62,67,64,95,66,60,71,72,76,74,75,91,87,84,86,83,88,90,82,80,85,70,73,81,77,94,26,21,22,25,-1330.9475965854685,1278.8642632521353,10
71,83,87,86,89,84,74,70,76,66,62,53,58,57,69,55,46,56,81,90,82,85,77,93,95,92,80,79,30,9,19,65,68,45,42,15,94,16,78,17,88,91,44,43,32,10,14,12,13,8,7,6,5,4,11,1,2,3,28,31,29,35,34,33,36,0,37,40,39,49,52,50,48,38,54,51,41,47,24,22,21,27,26,25,20,18,23,59,61,60,63,64,67,75,73,72,-1407.7338746242383,1355.650541290905,10
51,41,47,24,22,21,27,26,25,20,18,23,59,61,60,63,64,67,75,73,72,71,83,87,86,89,84,74,70,76,66,62,53,58,57,69,55,46,56,81,90,82,85,77,93,95,92,80,79,30,9,19,65,68,45,42,15,94,16,78,17,88,91,44,43,32,10,14,12,13,8,7,6,5,4,11,1,2,3,28,31,29,35,34,33,36,0,37,40,39,49,52,50,48,38,54,-1366.3438904313473,1314.260557098014,10
74,70,76,66,62,53,58,57,69,55,46,56,81,90,82,85,77,93,95,92,80,79,30,9,19,65,68,45,42,15,94,16,78,17,88,91,44,43,32,10,14,12,13,8,7,6,5,4,11,1,2,3,28,31,29,35,34,33,36,0,37,40,39,49,52,50,48,38,54,51,41,47,24,22,21,27,26,25,20,18,23,59,61,60,63,64,67,75,73,72,71,83,87,86,89,84,-1414.7367225598612,1362.653389226528,10
3,28,31,29,35,34,33,36,0,37,40,39,49,52,50,48,38,54,51,41,47,24,22,21,27,26,25,20,18,23,59,61,60,63,64,67,75,73,72,71,83,87,86,89,84,74,70,76,66,62,53,58,57,69,55,46,56,81,90,82,85,77,93,95,92,80,79,30,9,19,65,68,45,42,15,94,16,78,17,88,91,44,43,32,10,14,12,13,8,7,6,5,4,11,1,2,-1416.3807802258211,1364.2974468924879,10
20,18,23,59,61,60,63,64,67,75,73,72,71,83,87,86,89,84,74,70,76,66,62,53,58,57,69,55,46,56,81,90,82,85,77,93,95,92,80,79,30,9,19,65,68,45,42,15,94,16,78,17,88,91,44,43,32,10,14,12,13,8,7,6,5,4,11,1,2,3,28,31,29,35,34,33,36,0,37,40,39,49,52,50,48,38,54,51,41,47,24,22,21,27,26,25,-1451.7206296775582,1399.637296344225,10
84,86,87,77,88,89,83,85,81,82,69,68,56,55,57,53,52,54,50,42,39,48,41,40,49,47,44,32,10,13,14,12,6,5,4,1,7,8,9,11,16,20,19,17,21,26,22,18,25,24,59,61,65,67,63,62,70,71,60,27,23,46,38,36,35,30,0,31,37,34,29,43,45,33,3,78,58,91,66,80,51,90,94,95,93,79,64,2,15,28,92,76,75,72,74,73,-1257.5914166998061,1205.5080833664729,10
66,80,51,90,94,95,93,79,64,2,15,28,92,76,75,72,74,73,84,86,87,77,88,89,83,85,81,82,69,68,56,55,57,53,52,54,50,42,39,48,41,40,49,47,44,32,10,13,14,12,6,5,4,1,7,8,9,11,16,20,19,17,21,26,22,18,25,24,59,61,65,67,63,62,70,71,60,27,23,46,38,36,35,30,0,31,37,34,29,43,45,33,3,78,58,91,-1243.8576715414456,1191.7743382081123,10
94,95,93,79,64,2,15,28,92,76,75,72,74,73,84,86,87,77,88,89,83,85,81,82,69,68,56,55,57,53,52,54,50,42,39,48,41,40,49,47,44,32,10,13,14,12,6,5,4,1,7,8,9,11,16,20,19,17,21,26,22,18,25,24,59,61,65,67,63,62,70,71,60,27,23,46,38,36,35,30,0,31,37,34,29,43,45,33,3,78,58,91,66,80,51,90,-1297.1027970033153,1245.019463669982,10
93,79,64,2,15,28,92,76,75,72,74,73,84,86,87,77,88,89,83,85,81,82,69,68,56,55,57,53,52,54,50,42,39,48,41,40,49,47,44,32,10,13,14,12,6,5,4,1,7,8,9,11,16,20,19,17,21,26,22,18,25,24,59,61,65,67,63,62,70,71,60,27,23,46,38,36,35,30,0,31,37,34,29,43,45,33,3,78,58,91,66,80,51,90,94,95,-1272.8466010609416,1220.7632677276083,10
24,59,61,65,67,63,62,70,71,60,27,23,46,38,36,35,30,0,31,37,34,29,43,45,33,3,78,58,91,66,80,51,90,94,95,93,79,64,2,15,28,92,76,75,72,74,73,84,86,87,77,88,89,83,85,81,82,69,68,56,55,57,53,52,54,50,42,39,48,41,40,49,47,44,32,10,13,14,12,6,5,4,1,7,8,9,11,16,20,19,17,21,26,22,18,25,-1213.949739936242,1161.8664066029087,10
56,75,79,64,20,17,15,19,21,23,22,24,47,52,54,50,42,40,39,38,43,32,41,51,48,46,45,10,44,37,31,29,30,28,1,6,4,5,7,3,9,11,13,16,12,33,0,2,36,34,8,14,18,26,25,61,63,66,62,58,60,70,71,73,84,85,87,89,90,88,82,80,81,68,57,55,49,35,53,59,67,65,93,94,91,76,77,83,69,72,92,74,86,78,27,95,-1178.21983064377,1126.1364973104367,10
91,76,77,83,69,72,92,74,86,78,27,95,56,75,79,64,20,17,15,19,21,23,22,24,47,52,54,50,42,40,39,38,43,32,41,51,48,46,45,10,44,37,31,29,30,28,1,6,4,5,7,3,9,11,13,16,12,33,0,2,36,34,8,14,18,26,25,61,63,66,62,58,60,70,71,73,84,85,87,89,90,88,82,80,81,68,57,55,49,35,53,59,67,65,93,94,-1288.7603170410084,1236.6769837076752,10
11,13,16,12,33,0,2,36,34,8,14,18,26,25,61,63,66,62,58,60,70,71,73,84,85,87,89,90,88,82,80,81,68,57,55,49,35,53,59,67,65,93,94,91,76,77,83,69,72,92,74,86,78,27,95,56,75,79,64,20,17,15,19,21,23,22,24,47,52,54,50,42,40,39,38,43,32,41,51,48,46,45,10,44,37,31,29,30,28,1,6,4,5,7,3,9,-1313.9380387320195,1261.8547053986863,10
52,54,50,42,40,39,38,43,32,41,51,48,46,45,10,44,37,31,29,30,28,1,6,4,5,7,3,9,11,13,16,12,33,0,2,36,34,8,14,18,26,25,61,63,66,62,58,60,70,71,73,84,85,87,89,90,88,82,80,81,68,57,55,49,35,53,59,67,65,93,94,91,76,77,83,69,72,92,74,86,78,27,95,56,75,79,64,20,17,15,19,21,23,22,24,47,-1212.604300551699,1160.5209672183657,10
57,55,49,35,53,59,67,65,93,94,91,76,77,83,69,72,92,74,86,78,27,95,56,75,79,64,20,17,15,19,21,23,22,24,47,52,54,50,42,40,39,38,43,32,41,51,48,46,45,10,44,37,31,29,30,28,1,6,4,5,7,3,9,11,13,16,12,33,0,2,36,34,8,14,18,26,25,61,63,66,62,58,60,70,71,73,84,85,87,89,90,88,82,80,81,68,-1201.2585561785377,1149.1752228452044,10
6,5,7,3,40,1,39,78,79,91,82,92,88,0,94,12,90,53,59,61,62,63,67,66,64,65,26,27,21,20,17,15,13,9,8,11,14,10,46,52,54,51,42,41,49,48,38,34,36,35,37,30,29,33,32,43,45,50,56,57,68,80,69,55,47,24,25,19,16,23,18,60,71,72,73,84,87,89,85,74,76,77,83,81,70,86,75,93,95,22,58,44,31,28,2,4,-1338.4032766253124,1286.3199432919791,10
8,11,14,10,46,52,54,51,42,41,49,48,38,34,36,35,37,30,29,33,32,43,45,50,56,57,68,80,69,55,47,24,25,19,16,23,18,60,71,72,73,84,87,89,85,74,76,77,83,81,70,86,75,93,95,22,58,44,31,28,2,4,6,5,7,3,40,1,39,78,79,91,82,92,88,0,94,12,90,53,59,61,62,63,67,66,64,65,26,27,21,20,17,15,13,9,-1401.0265152195254,1348.9431818861922,10
71,72,73,84,87,89,85,74,76,77,83,81,70,86,75,93,95,22,58,44,31,28,2,4,6,5,7,3,40,1,39,78,79,91,82,92,88,0,94,12,90,53,59,61,62,63,67,66,64,65,26,27,21,20,17,15,13,9,8,11,14,10,46,52,54,51,42,41,49,48,38,34,36,35,37,30,29,33,32,43,45,50,56,57,68,80,69,55,47,24,25,19,16,23,18,60,-1324.8627203534913,1272.779387020158,10
0,94,12,90,53,59,61,62,63,67,66,64,65,26,27,21,20,17,15,13,9,8,11,14,10,46,52,54,51,42,41,49,48,38,34,36,35,37,30,29,33,32,43,45,50,56,57,68,80,69,55,47,24,25,19,16,23,18,60,71,72,73,84,87,89,85,74,76,77,83,81,70,86,75,93,95,22,58,44,31,28,2,4,6,5,7,3,40,1,39,78,79,91,82,92,88,-1297.2241282883513,1245.140794955018,10
83,81,70,86,75,93,95,22,58,44,31,28,2,4,6,5,7,3,40,1,39,78,79,91,82,92,88,0,94,12,90,53,59,61,62,63,67,66,64,65,26,27,21,20,17,15,13,9,8,11,14,10,46,52,54,51,42,41,49,48,38,34,36,35,37,30,29,33,32,43,45,50,56,57,68,80,69,55,47,24,25,19,16,23,18,60,71,72,73,84,87,89,85,74,76,77,-1328.8745861342188,1276.7912528008856,10
82,90,88,89,84,83,85,73,77,86,81,76,91,94,64,95,63,93,25,26,23,24,21,27,18,15,12,11,13,6,7,3,8,10,44,32,38,39,34,37,35,33,28,0,30,2,29,48,46,22,14,9,5,1,51,80,78,36,54,31,4,17,92,20,79,19,87,16,72,74,71,70,75,66,65,61,62,67,60,53,47,49,45,42,41,43,40,50,55,57,52,56,58,59,68,69,-1434.333474335804,1382.2501410024709,10
27,18,15,12,11,13,6,7,3,8,10,44,32,38,39,34,37,35,33,28,0,30,2,29,48,46,22,14,9,5,1,51,80,78,36,54,31,4,17,92,20,79,19,87,16,72,74,71,70,75,66,65,61,62,67,60,53,47,49,45,42,41,43,40,50,55,57,52,56,58,59,68,69,82,90,88,89,84,83,85,73,77,86,81,76,91,94,64,95,63,93,25,26,23,24,21,-1361.5905415454058,1309.5072082120726,10
20,79,19,87,16,72,74,71,70,75,66,65,61,62,67,60,53,47,49,45,42,41,43,40,50,55,57,52,56,58,59,68,69,82,90,88,89,84,83,85,73,77,86,81,76,91,94,64,95,63,93,25,26,23,24,21,27,18,15,12,11,13,6,7,3,8,10,44,32,38,39,34,37,35,33,28,0,30,2,29,48,46,22,14,9,5,1,51,80,78,36,54,31,4,17,92,-1358.6201658479617,1306.5368325146285,10
62,67,60,53,47,49,45,42,41,43,40,50,55,57,52,56,58,59,68,69,82,90,88,89,84,83,85,73,77,86,81,76,91,94,64,95,63,93,25,26,23,24,21,27,18,15,12,11,13,6,7,3,8,10,44,32,38,39,34,37,35,33,28,0,30,2,29,48,46,22,14,9,5,1,51,80,78,36,54,31,4,17,92,20,79,19,87,16,72,74,71,70,75,66,65,61,-1434.53945890711,1382.4561255737767,10
92,20,79,19,87,16,72,74,71,70,75,66,65,61,62,67,60,53,47,49,45,42,41,43,40,50,55,57,52,56,58,59,68,69,82,90,88,89,84,83,85,73,77,86,81,76,91,94,64,95,63,93,25,26,23,24,21,27,18,15,12,11,13,6,7,3,8,10,44,32,38,39,34,37,35,33,28,0,30,2,29,48,46,22,14,9,5,1,51,80,78,36,54,31,4,17,-1358.6201658479617,1306.5368325146285,10
88,89,80,82,72,70,71,60,62,66,63,65,93,94,91,87,75,59,52,48,50,55,68,61,64,25,26,24,19,17,16,23,27,22,51,10,4,1,2,29,30,0,44,37,54,67,21,92,95,20,83,79,3,34,28,18,90,78,15,13,9,12,14,6,5,8,7,11,32,39,42,41,40,43,33,35,31,36,38,49,45,46,47,53,57,58,56,69,81,86,85,73,74,76,84,77,-1445.0797612842043,1392.996427950871,10
90,78,15,13,9,12,14,6,5,8,7,11,32,39,42,41,40,43,33,35,31,36,38,49,45,46,47,53,57,58,56,69,81,86,85,73,74,76,84,77,88,89,80,82,72,70,71,60,62,66,63,65,93,94,91,87,75,59,52,48,50,55,68,61,64,25,26,24,19,17,16,23,27,22,51,10,4,1,2,29,30,0,44,37,54,67,21,92,95,20,83,79,3,34,28,18,-1328.8407527672584,1276.7574194339252,10
17,16,23,27,22,51,10,4,1,2,29,30,0,44,37,54,67,21,92,95,20,83,79,3,34,28,18,90,78,15,13,9,12,14,6,5,8,7,11,32,39,42,41,40,43,33,35,31,36,38,49,45,46,47,53,57,58,56,69,81,86,85,73,74,76,84,77,88,89,80,82,72,70,71,60,62,66,63,65,93,94,91,87,75,59,52,48,50,55,68,61,64,25,26,24,19,-1414.930204788876,1362.8468714555427,10
76,84,77,88,89,80,82,72,70,71,60,62,66,63,65,93,94,91,87,75,59,52,48,50,55,68,61,64,25,26,24,19,17,16,23,27,22,51,10,4,1,2,29,30,0,44,37,54,67,21,92,95,20,83,79,3,34,28,18,90,78,15,13,9,12,14,6,5,8,7,11,32,39,42,41,40,43,33,35,31,36,38,49,45,46,47,53,57,58,56,69,81,86,85,73,74,-1433.4526892110093,1381.369355877676,10
77,88,89,80,82,72,70,71,60,62,66,63,65,93,94,91,87,75,59,52,48,50,55,68,61,64,25,26,24,19,17,16,23,27,22,51,10,4,1,2,29,30,0,44,37,54,67,21,92,95,20,83,79,3,34,28,18,90,78,15,13,9,12,14,6,5,8,7,11,32,39,42,41,40,43,33,35,31,36,38,49,45,46,47,53,57,58,56,69,81,86,85,73,74,76,84,-1438.9725017860274,1386.889168452694,10
4,2,0,1,35,78,84,92,27,23,22,25,24,21,17,20,19,13,18,14,16,62,15,8,95,79,67,28,26,31,36,37,38,34,30,29,33,32,41,48,42,49,52,50,51,40,39,43,44,47,46,53,57,59,56,58,61,63,60,70,73,74,72,71,69,80,83,77,76,91,94,93,65,64,66,75,85,88,90,81,86,89,87,82,55,68,45,54,10,11,12,9,7,5,6,3,-1338.992421263299,1286.9090879299658,10
68,45,54,10,11,12,9,7,5,6,3,4,2,0,1,35,78,84,92,27,23,22,25,24,21,17,20,19,13,18,14,16,62,15,8,95,79,67,28,26,31,36,37,38,34,30,29,33,32,41,48,42,49,52,50,51,40,39,43,44,47,46,53,57,59,56,58,61,63,60,70,73,74,72,71,69,80,83,77,76,91,94,93,65,64,66,75,85,88,90,81,86,89,87,82,55,-1281.0218218768223,1228.938488543489,10
18,14,16,62,15,8,95,79,67,28,26,31,36,37,38,34,30,29,33,32,41,48,42,49,52,50,51,40,39,43,44,47,46,53,57,59,56,58,61,63,60,70,73,74,72,71,69,80,83,77,76,91,94,93,65,64,66,75,85,88,90,81,86,89,87,82,55,68,45,54,10,11,12,9,7,5,6,3,4,2,0,1,35,78,84,92,27,23,22,25,24,21,17,20,19,13,-1300.9241485706852,1248.840815237352,10
13,18,14,16,62,15,8,95,79,67,28,26,31,36,37,38,34,30,29,33,32,41,48,42,49,52,50,51,40,39,43,44,47,46,53,57,59,56,58,61,63,60,70,73,74,72,71,69,80,83,77,76,91,94,93,65,64,66,75,85,88,90,81,86,89,87,82,55,68,45,54,10,11,12,9,7,5,6,3,4,2,0,1,35,78,84,92,27,23,22,25,24,21,17,20,19,-1256.1853454895836,1204.1020121562503,10
37,38,34,30,29,33,32,41,48,42,49,52,50,51,40,39,43,44,47,46,53,57,59,56,58,61,63,60,70,73,74,72,71,69,80,83,77,76,91,94,93,65,64,66,75,85,88,90,81,86,89,87,82,55,68,45,54,10,11,12,9,7,5,6,3,4,2,0,1,35,78,84,92,27,23,22,25,24,21,17,20,19,13,18,14,16,62,15,8,95,79,67,28,26,31,36,-1424.1478168546748,1372.0644835213416,10
25,23,26,62,60,63,61,59,55,56,69,81,82,90,88,86,89,85,77,84,73,76,74,83,75,72,71,67,70,65,27,66,95,91,64,58,53,52,51,48,49,41,40,43,42,39,38,44,10,11,6,4,2,28,0,30,34,35,36,29,1,8,7,12,16,14,9,32,37,33,45,50,47,54,68,57,80,87,94,93,46,18,19,3,78,31,5,92,79,13,15,17,21,22,24,20,-1366.525999070975,1314.4426657376418,10
13,15,17,21,22,24,20,25,23,26,62,60,63,61,59,55,56,69,81,82,90,88,86,89,85,77,84,73,76,74,83,75,72,71,67,70,65,27,66,95,91,64,58,53,52,51,48,49,41,40,43,42,39,38,44,10,11,6,4,2,28,0,30,34,35,36,29,1,8,7,12,16,14,9,32,37,33,45,50,47,54,68,57,80,87,94,93,46,18,19,3,78,31,5,92,79,-1207.9219316860847,1155.8385983527514,10
46,18,19,3,78,31,5,92,79,13,15,17,21,22,24,20,25,23,26,62,60,63,61,59,55,56,69,81,82,90,88,86,89,85,77,84,73,76,74,83,75,72,71,67,70,65,27,66,95,91,64,58,53,52,51,48,49,41,40,43,42,39,38,44,10,11,6,4,2,28,0,30,34,35,36,29,1,8,7,12,16,14,9,32,37,33,45,50,47,54,68,57,80,87,94,93,-1281.93956430508,1229.8562309717468,10
15,17,21,22,24,20,25,23,26,62,60,63,61,59,55,56,69,81,82,90,88,86,89,85,77,84,73,76,74,83,75,72,71,67,70,65,27,66,95,91,64,58,53,52,51,48,49,41,40,43,42,39,38,44,10,11,6,4,2,28,0,30,34,35,36,29,1,8,7,12,16,14,9,32,37,33,45,50,47,54,68,57,80,87,94,93,46,18,19,3,78,31,5,92,79,13,-1356.0735495554134,1303.99021622208,10
30,34,35,36,29,1,8,7,12,16,14,9,32,37,33,45,50,47,54,68,57,80,87,94,93,46,18,19,3,78,31,5,92,79,13,15,17,21,22,24,20,25,23,26,62,60,63,61,59,55,56,69,81,82,90,88,86,89,85,77,84,73,76,74,83,75,72,71,67,70,65,27,66,95,91,64,58,53,52,51,48,49,41,40,43,42,39,38,44,10,11,6,4,2,28,0,-1363.454816601642,1311.3714832683088,10
15,12,43,36,28,33,59,61,73,56,16,89,17,92,91,79,78,93,95,94,67,63,60,58,55,69,70,71,76,74,72,83,85,86,84,77,75,65,66,64,62,23,21,25,26,22,27,18,19,20,24,57,53,47,51,54,48,39,41,40,38,42,44,49,52,68,81,82,90,88,87,80,50,46,45,10,32,34,37,30,29,35,31,0,2,1,5,3,7,9,6,8,14,11,4,13,-1153.8866666847375,1101.8033333514043,10
11,4,13,15,12,43,36,28,33,59,61,73,56,16,89,17,92,91,79,78,93,95,94,67,63,60,58,55,69,70,71,76,74,72,83,85,86,84,77,75,65,66,64,62,23,21,25,26,22,27,18,19,20,24,57,53,47,51,54,48,39,41,40,38,42,44,49,52,68,81,82,90,88,87,80,50,46,45,10,32,34,37,30,29,35,31,0,2,1,5,3,7,9,6,8,14,-1156.5028986947484,1104.4195653614152,10
83,85,86,84,77,75,65,66,64,62,23,21,25,26,22,27,18,19,20,24,57,53,47,51,54,48,39,41,40,38,42,44,49,52,68,81,82,90,88,87,80,50,46,45,10,32,34,37,30,29,35,31,0,2,1,5,3,7,9,6,8,14,11,4,13,15,12,43,36,28,33,59,61,73,56,16,89,17,92,91,79,78,93,95,94,67,63,60,58,55,69,70,71,76,74,72,-1269.4410326454931,1217.3576993121599,10
75,65,66,64,62,23,21,25,26,22,27,18,19,20,24,57,53,47,51,54,48,39,41,40,38,42,44,49,52,68,81,82,90,88,87,80,50,46,45,10,32,34,37,30,29,35,31,0,2,1,5,3,7,9,6,8,14,11,4,13,15,12,43,36,28,33,59,61,73,56,16,89,17,92,91,79,78,93,95,94,67,63,60,58,55,69,70,71,76,74,72,83,85,86,84,77,-1322.0289916615466,1269.9456583282133,10
70,71,76,74,72,83,85,86,84,77,75,65,66,64,62,23,21,25,26,22,27,18,19,20,24,57,53,47,51,54,48,39,41,40,38,42,44,49,52,68,81,82,90,88,87,80,50,46,45,10,32,34,37,30,29,35,31,0,2,1,5,3,7,9,6,8,14,11,4,13,15,12,43,36,28,33,59,61,73,56,16,89,17,92,91,79,78,93,95,94,67,63,60,58,55,69,-1132.6740365898283,1080.590703256495,10
28,29,35,1,3,5,4,7,11,12,8,13,6,9,14,16,15,19,20,22,26,27,63,62,61,60,71,70,72,74,73,76,77,83,84,86,90,81,69,68,55,58,56,53,46,54,47,57,45,42,10,50,59,24,21,23,17,65,64,67,66,92,95,93,85,75,88,87,80,89,91,94,78,43,2,79,25,30,82,18,39,48,51,52,49,41,40,44,32,33,34,38,37,36,31,0,-1384.730695960158,1332.6473626268248,10
18,39,48,51,52,49,41,40,44,32,33,34,38,37,36,31,0,28,29,35,1,3,5,4,7,11,12,8,13,6,9,14,16,15,19,20,22,26,27,63,62,61,60,71,70,72,74,73,76,77,83,84,86,90,81,69,68,55,58,56,53,46,54,47,57,45,42,10,50,59,24,21,23,17,65,64,67,66,92,95,93,85,75,88,87,80,89,91,94,78,43,2,79,25,30,82,-1235.3633066113318,1183.2799732779986,10
63,62,61,60,71,70,72,74,73,76,77,83,84,86,90,81,69,68,55,58,56,53,46,54,47,57,45,42,10,50,59,24,21,23,17,65,64,67,66,92,95,93,85,75,88,87,80,89,91,94,78,43,2,79,25,30,82,18,39,48,51,52,49,41,40,44,32,33,34,38,37,36,31,0,28,29,35,1,3,5,4,7,11,12,8,13,6,9,14,16,15,19,20,22,26,27,-1358.0915634326893,1306.008230099356,10
